fecha,agente_id,agente,tipo_agente,concepto_id,concepto,categoria,monto,energia_mwh,potencia_mw,precio_mwh,fuente,documento_fuente
2025-07-01,AGE001,Generadora Andina,Generador,CON004,Servicios Complementarios,Servicios,168242.44,26296.72,288.91,152.34,COES - Dataset Sintético,LIQ-202507-AGE001-CON004
2025-07-01,AGE001,Generadora Andina,Generador,CON005,Otros Conceptos,Otros,118685.66,19885.61,366.28,126.06,COES - Dataset Sintético,LIQ-202507-AGE001-CON005
2025-07-01,AGE002,Energía del Pacífico,Generador,CON001,Energía,Energía,1183546.99,10429.51,136.66,100.32,COES - Dataset Sintético,LIQ-202507-AGE002-CON001
2025-07-01,AGE002,Energía del Pacífico,Generador,CON002,Potencia,Potencia,738084.44,39298.53,133.32,116.79,COES - Dataset Sintético,LIQ-202507-AGE002-CON002
2025-07-01,AGE002,Energía del Pacífico,Generador,CON003,Peajes,Transmisión,300637.18,37606.33,489.47,169.19,COES - Dataset Sintético,LIQ-202507-AGE002-CON003
2025-07-01,AGE002,Energía del Pacífico,Generador,CON004,Servicios Complementarios,Servicios,100250.11,9523.67,137.35,118.67,COES - Dataset Sintético,LIQ-202507-AGE002-CON004
2025-07-01,AGE002,Energía del Pacífico,Generador,CON005,Otros Conceptos,Otros,44749.74,5636.68,290.36,126.63,COES - Dataset Sintético,LIQ-202507-AGE002-CON005
2025-07-01,AGE003,Comercializadora Nacional,Comercializador,CON001,Energía,Energía,2336595.79,29901.15,363.84,101.47,COES - Dataset Sintético,LIQ-202507-AGE003-CON001
2025-07-01,AGE003,Comercializadora Nacional,Comercializador,CON002,Potencia,Potencia,943653.44,27089.54,442.72,177.59,COES - Dataset Sintético,LIQ-202507-AGE003-CON002
2025-07-01,AGE003,Comercializadora Nacional,Comercializador,CON003,Peajes,Transmisión,304428.58,24821.1,132.96,88.73,COES - Dataset Sintético,LIQ-202507-AGE003-CON003
2025-07-01,AGE003,Comercializadora Nacional,Comercializador,CON004,Servicios Complementarios,Servicios,228437.87,26497.81,419.95,148.12,COES - Dataset Sintético,LIQ-202507-AGE003-CON004
2025-07-01,AGE003,Comercializadora Nacional,Comercializador,CON005,Otros Conceptos,Otros,31057.96,33325.06,74.12,105.36,COES - Dataset Sintético,LIQ-202507-AGE003-CON005
2025-07-01,AGE004,Empresa Eléctrica Norte,Generador,CON001,Energía,Energía,1793086.56,18672.6,497.26,100.14,COES - Dataset Sintético,LIQ-202507-AGE004-CON001
2025-07-01,AGE004,Empresa Eléctrica Norte,Generador,CON002,Potencia,Potencia,869435.96,32284.29,405.83,118.37,COES - Dataset Sintético,LIQ-202507-AGE004-CON002
2025-07-01,AGE004,Empresa Eléctrica Norte,Generador,CON003,Peajes,Transmisión,338337.22,25273.15,249.22,226.23,COES - Dataset Sintético,LIQ-202507-AGE004-CON003
2025-07-01,AGE004,Empresa Eléctrica Norte,Generador,CON004,Servicios Complementarios,Servicios,244963.36,18742.11,329.46,183.64,COES - Dataset Sintético,LIQ-202507-AGE004-CON004
2025-07-01,AGE004,Empresa Eléctrica Norte,Generador,CON005,Otros Conceptos,Otros,111831.97,47641.56,143.5,115.87,COES - Dataset Sintético,LIQ-202507-AGE004-CON005
2025-07-01,AGE005,Distribuidora Centro,Distribuidor,CON001,Energía,Energía,1837213.13,12067.57,128.22,92.76,COES - Dataset Sintético,LIQ-202507-AGE005-CON001
2025-07-01,AGE005,Distribuidora Centro,Distribuidor,CON002,Potencia,Potencia,289559.45,25272.67,317.22,129.51,COES - Dataset Sintético,LIQ-202507-AGE005-CON002
2025-07-01,AGE005,Distribuidora Centro,Distribuidor,CON003,Peajes,Transmisión,191848.04,36813.01,366.34,157.19,COES - Dataset Sintético,LIQ-202507-AGE005-CON003
2025-07-01,AGE005,Distribuidora Centro,Distribuidor,CON004,Servicios Complementarios,Servicios,190674.89,46576.0,404.52,186.26,COES - Dataset Sintético,LIQ-202507-AGE005-CON004
2025-07-01,AGE005,Distribuidora Centro,Distribuidor,CON005,Otros Conceptos,Otros,107419.62,47015.08,241.31,172.58,COES - Dataset Sintético,LIQ-202507-AGE005-CON005
2025-08-01,AGE001,Generadora Andina,Generador,CON001,Energía,Energía,1979601.93,45878.52,421.98,92.14,COES - Dataset Sintético,LIQ-202508-AGE001-CON001
2025-08-01,AGE001,Generadora Andina,Generador,CON002,Potencia,Potencia,416416.49,18842.53,387.03,176.77,COES - Dataset Sintético,LIQ-202508-AGE001-CON002
2025-08-01,AGE001,Generadora Andina,Generador,CON003,Peajes,Transmisión,231102.01,10595.91,359.91,198.95,COES - Dataset Sintético,LIQ-202508-AGE001-CON003
2025-08-01,AGE001,Generadora Andina,Generador,CON004,Servicios Complementarios,Servicios,235378.75,27521.25,272.21,93.68,COES - Dataset Sintético,LIQ-202508-AGE001-CON004
2025-08-01,AGE001,Generadora Andina,Generador,CON005,Otros Conceptos,Otros,28606.85,24441.29,195.04,122.56,COES - Dataset Sintético,LIQ-202508-AGE001-CON005
2025-08-01,AGE002,Energía del Pacífico,Generador,CON001,Energía,Energía,985139.32,48286.0,426.18,177.78,COES - Dataset Sintético,LIQ-202508-AGE002-CON001
2025-08-01,AGE002,Energía del Pacífico,Generador,CON002,Potencia,Potencia,924168.95,49980.76,352.53,125.82,COES - Dataset Sintético,LIQ-202508-AGE002-CON002
2025-08-01,AGE002,Energía del Pacífico,Generador,CON003,Peajes,Transmisión,109876.53,39032.1,261.73,190.76,COES - Dataset Sintético,LIQ-202508-AGE002-CON003
2025-08-01,AGE002,Energía del Pacífico,Generador,CON004,Servicios Complementarios,Servicios,238840.54,13167.01,313.4,187.91,COES - Dataset Sintético,LIQ-202508-AGE002-CON004
2025-08-01,AGE002,Energía del Pacífico,Generador,CON005,Otros Conceptos,Otros,82986.66,9105.91,206.58,136.66,COES - Dataset Sintético,LIQ-202508-AGE002-CON005
2025-08-01,AGE003,Comercializadora Nacional,Comercializador,CON001,Energía,Energía,2008457.42,43597.99,198.41,197.92,COES - Dataset Sintético,LIQ-202508-AGE003-CON001
2025-08-01,AGE003,Comercializadora Nacional,Comercializador,CON002,Potencia,Potencia,513624.86,47533.71,416.1,173.52,COES - Dataset Sintético,LIQ-202508-AGE003-CON002
2025-08-01,AGE003,Comercializadora Nacional,Comercializador,CON003,Peajes,Transmisión,280903.73,19153.27,195.47,244.93,COES - Dataset Sintético,LIQ-202508-AGE003-CON003
2025-08-01,AGE003,Comercializadora Nacional,Comercializador,CON004,Servicios Complementarios,Servicios,125295.5,28156.83,494.65,191.8,COES - Dataset Sintético,LIQ-202508-AGE003-CON004
2025-08-01,AGE003,Comercializadora Nacional,Comercializador,CON005,Otros Conceptos,Otros,83679.67,23596.14,134.41,141.5,COES - Dataset Sintético,LIQ-202508-AGE003-CON005
2025-08-01,AGE004,Empresa Eléctrica Norte,Generador,CON001,Energía,Energía,2039382.89,33143.39,392.0,114.6,COES - Dataset Sintético,LIQ-202508-AGE004-CON001
2025-08-01,AGE004,Empresa Eléctrica Norte,Generador,CON002,Potencia,Potencia,713762.02,46745.27,247.15,198.7,COES - Dataset Sintético,LIQ-202508-AGE004-CON002
2025-08-01,AGE004,Empresa Eléctrica Norte,Generador,CON003,Peajes,Transmisión,150160.83,48791.61,323.99,120.68,COES - Dataset Sintético,LIQ-202508-AGE004-CON003
2025-08-01,AGE004,Empresa Eléctrica Norte,Generador,CON004,Servicios Complementarios,Servicios,76588.31,29787.76,298.51,95.85,COES - Dataset Sintético,LIQ-202508-AGE004-CON004
2025-08-01,AGE004,Empresa Eléctrica Norte,Generador,CON005,Otros Conceptos,Otros,150283.57,46081.84,257.65,99.97,COES - Dataset Sintético,LIQ-202508-AGE004-CON005
2025-08-01,AGE005,Distribuidora Centro,Distribuidor,CON001,Energía,Energía,2257310.42,27426.9,372.47,166.51,COES - Dataset Sintético,LIQ-202508-AGE005-CON001
2025-08-01,AGE005,Distribuidora Centro,Distribuidor,CON002,Potencia,Potencia,469681.16,42562.58,491.11,121.43,COES - Dataset Sintético,LIQ-202508-AGE005-CON002
2025-08-01,AGE005,Distribuidora Centro,Distribuidor,CON003,Peajes,Transmisión,322969.52,22261.37,464.84,166.4,COES - Dataset Sintético,LIQ-202508-AGE005-CON003
2025-08-01,AGE005,Distribuidora Centro,Distribuidor,CON004,Servicios Complementarios,Servicios,226522.62,43881.21,174.31,214.3,COES - Dataset Sintético,LIQ-202508-AGE005-CON004
2025-08-01,AGE005,Distribuidora Centro,Distribuidor,CON005,Otros Conceptos,Otros,69716.81,47041.18,278.48,219.49,COES - Dataset Sintético,LIQ-202508-AGE005-CON005
2025-09-01,AGE001,Generadora Andina,Generador,CON001,Energía,Energía,1303739.44,18435.01,314.12,249.81,COES - Dataset Sintético,LIQ-202509-AGE001-CON001
2025-09-01,AGE001,Generadora Andina,Generador,CON002,Potencia,Potencia,660770.41,11686.79,292.36,138.67,COES - Dataset Sintético,LIQ-202509-AGE001-CON002
2025-09-01,AGE001,Generadora Andina,Generador,CON003,Peajes,Transmisión,338137.32,29454.35,254.91,134.7,COES - Dataset Sintético,LIQ-202509-AGE001-CON003
2025-09-01,AGE001,Generadora Andina,Generador,CON004,Servicios Complementarios,Servicios,92353.0,36387.43,307.31,119.71,COES - Dataset Sintético,LIQ-202509-AGE001-CON004
2025-09-01,AGE001,Generadora Andina,Generador,CON005,Otros Conceptos,Otros,112498.23,6964.13,385.12,199.89,COES - Dataset Sintético,LIQ-202509-AGE001-CON005
2025-09-01,AGE002,Energía del Pacífico,Generador,CON001,Energía,Energía,2077200.57,22373.54,348.66,219.53,COES - Dataset Sintético,LIQ-202509-AGE002-CON001
2025-09-01,AGE002,Energía del Pacífico,Generador,CON002,Potencia,Potencia,1011978.68,27289.79,66.66,165.39,COES - Dataset Sintético,LIQ-202509-AGE002-CON002
2025-09-01,AGE002,Energía del Pacífico,Generador,CON003,Peajes,Transmisión,344705.63,44136.51,443.39,154.85,COES - Dataset Sintético,LIQ-202509-AGE002-CON003
2025-09-01,AGE002,Energía del Pacífico,Generador,CON004,Servicios Complementarios,Servicios,159186.74,25561.76,375.1,149.7,COES - Dataset Sintético,LIQ-202509-AGE002-CON004
2025-09-01,AGE002,Energía del Pacífico,Generador,CON005,Otros Conceptos,Otros,125371.83,11946.25,261.27,244.76,COES - Dataset Sintético,LIQ-202509-AGE002-CON005
2025-09-01,AGE003,Comercializadora Nacional,Comercializador,CON001,Energía,Energía,1414818.64,36171.71,342.43,224.8,COES - Dataset Sintético,LIQ-202509-AGE003-CON001
2025-09-01,AGE003,Comercializadora Nacional,Comercializador,CON002,Potencia,Potencia,947548.55,43670.4,221.0,133.83,COES - Dataset Sintético,LIQ-202509-AGE003-CON002
2025-09-01,AGE003,Comercializadora Nacional,Comercializador,CON003,Peajes,Transmisión,405970.13,39173.08,442.57,86.1,COES - Dataset Sintético,LIQ-202509-AGE003-CON003
2025-09-01,AGE003,Comercializadora Nacional,Comercializador,CON004,Servicios Complementarios,Servicios,65758.31,33402.25,464.42,249.56,COES - Dataset Sintético,LIQ-202509-AGE003-CON004
2025-09-01,AGE003,Comercializadora Nacional,Comercializador,CON005,Otros Conceptos,Otros,115234.05,24528.72,94.3,187.74,COES - Dataset Sintético,LIQ-202509-AGE003-CON005
2025-09-01,AGE004,Empresa Eléctrica Norte,Generador,CON001,Energía,Energía,2370035.63,24965.53,362.3,233.58,COES - Dataset Sintético,LIQ-202509-AGE004-CON001
2025-09-01,AGE004,Empresa Eléctrica Norte,Generador,CON002,Potencia,Potencia,319357.3,40826.46,182.02,143.72,COES - Dataset Sintético,LIQ-202509-AGE004-CON002
2025-09-01,AGE004,Empresa Eléctrica Norte,Generador,CON003,Peajes,Transmisión,156354.35,28902.48,304.67,214.73,COES - Dataset Sintético,LIQ-202509-AGE004-CON003
2025-09-01,AGE004,Empresa Eléctrica Norte,Generador,CON004,Servicios Complementarios,Servicios,81958.28,8553.58,441.88,185.35,COES - Dataset Sintético,LIQ-202509-AGE004-CON004
2025-09-01,AGE004,Empresa Eléctrica Norte,Generador,CON005,Otros Conceptos,Otros,51517.91,46077.31,114.4,158.4,COES - Dataset Sintético,LIQ-202509-AGE004-CON005
2025-09-01,AGE005,Distribuidora Centro,Distribuidor,CON001,Energía,Energía,1374316.84,16489.7,54.23,216.79,COES - Dataset Sintético,LIQ-202509-AGE005-CON001
2025-09-01,AGE005,Distribuidora Centro,Distribuidor,CON002,Potencia,Potencia,843939.72,35492.49,121.09,155.09,COES - Dataset Sintético,LIQ-202509-AGE005-CON002
2025-09-01,AGE005,Distribuidora Centro,Distribuidor,CON003,Peajes,Transmisión,246400.51,31440.73,337.52,152.13,COES - Dataset Sintético,LIQ-202509-AGE005-CON003
2025-09-01,AGE005,Distribuidora Centro,Distribuidor,CON004,Servicios Complementarios,Servicios,91954.48,43038.68,139.65,145.4,COES - Dataset Sintético,LIQ-202509-AGE005-CON004
2025-09-01,AGE005,Distribuidora Centro,Distribuidor,CON005,Otros Conceptos,Otros,80862.85,15674.26,307.37,177.72,COES - Dataset Sintético,LIQ-202509-AGE005-CON005
2025-10-01,AGE001,Generadora Andina,Generador,CON001,Energía,Energía,2623018.87,18285.38,490.08,191.9,COES - Dataset Sintético,LIQ-202510-AGE001-CON001
2025-10-01,AGE001,Generadora Andina,Generador,CON002,Potencia,Potencia,493717.99,30466.81,358.61,206.59,COES - Dataset Sintético,LIQ-202510-AGE001-CON002
2025-10-01,AGE001,Generadora Andina,Generador,CON003,Peajes,Transmisión,113171.83,32288.29,273.53,233.71,COES - Dataset Sintético,LIQ-202510-AGE001-CON003
2025-10-01,AGE001,Generadora Andina,Generador,CON004,Servicios Complementarios,Servicios,103403.41,40948.71,323.18,139.89,COES - Dataset Sintético,LIQ-202510-AGE001-CON004
2025-10-01,AGE001,Generadora Andina,Generador,CON005,Otros Conceptos,Otros,106252.11,32940.1,354.99,202.56,COES - Dataset Sintético,LIQ-202510-AGE001-CON005
2025-10-01,AGE002,Energía del Pacífico,Generador,CON001,Energía,Energía,1850471.2,42725.17,332.71,233.58,COES - Dataset Sintético,LIQ-202510-AGE002-CON001
2025-10-01,AGE002,Energía del Pacífico,Generador,CON002,Potencia,Potencia,760582.01,18901.98,248.37,178.53,COES - Dataset Sintético,LIQ-202510-AGE002-CON002
2025-10-01,AGE002,Energía del Pacífico,Generador,CON003,Peajes,Transmisión,393839.27,9056.0,182.8,207.07,COES - Dataset Sintético,LIQ-202510-AGE002-CON003
2025-10-01,AGE002,Energía del Pacífico,Generador,CON004,Servicios Complementarios,Servicios,82354.54,10947.19,292.73,245.15,COES - Dataset Sintético,LIQ-202510-AGE002-CON004
2025-10-01,AGE002,Energía del Pacífico,Generador,CON005,Otros Conceptos,Otros,98552.52,46106.91,423.71,123.68,COES - Dataset Sintético,LIQ-202510-AGE002-CON005
2025-10-01,AGE003,Comercializadora Nacional,Comercializador,CON001,Energía,Energía,2271766.3,26683.15,412.92,206.92,COES - Dataset Sintético,LIQ-202510-AGE003-CON001
2025-10-01,AGE003,Comercializadora Nacional,Comercializador,CON002,Potencia,Potencia,482715.4,10182.64,483.3,103.93,COES - Dataset Sintético,LIQ-202510-AGE003-CON002
2025-10-01,AGE003,Comercializadora Nacional,Comercializador,CON003,Peajes,Transmisión,491136.52,43706.33,375.9,246.59,COES - Dataset Sintético,LIQ-202510-AGE003-CON003
2025-10-01,AGE003,Comercializadora Nacional,Comercializador,CON004,Servicios Complementarios,Servicios,235398.22,41206.44,214.6,214.42,COES - Dataset Sintético,LIQ-202510-AGE003-CON004
2025-10-01,AGE003,Comercializadora Nacional,Comercializador,CON005,Otros Conceptos,Otros,22738.98,29145.75,254.65,194.38,COES - Dataset Sintético,LIQ-202510-AGE003-CON005
2025-10-01,AGE004,Empresa Eléctrica Norte,Generador,CON001,Energía,Energía,1865986.78,31305.2,420.09,239.85,COES - Dataset Sintético,LIQ-202510-AGE004-CON001
2025-10-01,AGE004,Empresa Eléctrica Norte,Generador,CON002,Potencia,Potencia,373686.13,15521.99,61.26,230.32,COES - Dataset Sintético,LIQ-202510-AGE004-CON002
2025-10-01,AGE004,Empresa Eléctrica Norte,Generador,CON003,Peajes,Transmisión,332757.96,46186.52,149.62,90.75,COES - Dataset Sintético,LIQ-202510-AGE004-CON003
2025-10-01,AGE004,Empresa Eléctrica Norte,Generador,CON004,Servicios Complementarios,Servicios,224068.03,45922.44,185.99,149.41,COES - Dataset Sintético,LIQ-202510-AGE004-CON004
2025-10-01,AGE004,Empresa Eléctrica Norte,Generador,CON005,Otros Conceptos,Otros,35880.19,47581.77,186.96,163.75,COES - Dataset Sintético,LIQ-202510-AGE004-CON005
2025-10-01,AGE005,Distribuidora Centro,Distribuidor,CON001,Energía,Energía,949082.93,44926.67,111.05,157.12,COES - Dataset Sintético,LIQ-202510-AGE005-CON001
2025-10-01,AGE005,Distribuidora Centro,Distribuidor,CON002,Potencia,Potencia,751070.62,38441.31,475.69,151.25,COES - Dataset Sintético,LIQ-202510-AGE005-CON002
2025-10-01,AGE005,Distribuidora Centro,Distribuidor,CON003,Peajes,Transmisión,383942.04,11953.53,236.7,96.83,COES - Dataset Sintético,LIQ-202510-AGE005-CON003
2025-10-01,AGE005,Distribuidora Centro,Distribuidor,CON004,Servicios Complementarios,Servicios,160922.24,23365.21,478.18,85.56,COES - Dataset Sintético,LIQ-202510-AGE005-CON004
2025-10-01,AGE005,Distribuidora Centro,Distribuidor,CON005,Otros Conceptos,Otros,69549.25,24952.24,477.75,225.43,COES - Dataset Sintético,LIQ-202510-AGE005-CON005
2025-11-01,AGE001,Generadora Andina,Generador,CON001,Energía,Energía,907819.16,35855.61,295.01,246.23,COES - Dataset Sintético,LIQ-202511-AGE001-CON001
2025-11-01,AGE001,Generadora Andina,Generador,CON002,Potencia,Potencia,576362.08,22916.28,135.41,100.77,COES - Dataset Sintético,LIQ-202511-AGE001-CON002
2025-11-01,AGE001,Generadora Andina,Generador,CON003,Peajes,Transmisión,485817.23,25462.28,348.25,189.09,COES - Dataset Sintético,LIQ-202511-AGE001-CON003
2025-11-01,AGE001,Generadora Andina,Generador,CON004,Servicios Complementarios,Servicios,178175.68,5961.09,404.06,121.41,COES - Dataset Sintético,LIQ-202511-AGE001-CON004
2025-11-01,AGE001,Generadora Andina,Generador,CON005,Otros Conceptos,Otros,33607.12,30406.01,80.87,210.08,COES - Dataset Sintético,LIQ-202511-AGE001-CON005
2025-11-01,AGE002,Energía del Pacífico,Generador,CON001,Energía,Energía,1124271.59,14717.81,441.36,135.86,COES - Dataset Sintético,LIQ-202511-AGE002-CON001
2025-11-01,AGE002,Energía del Pacífico,Generador,CON002,Potencia,Potencia,428834.42,45523.9,51.28,225.93,COES - Dataset Sintético,LIQ-202511-AGE002-CON002
2025-11-01,AGE002,Energía del Pacífico,Generador,CON003,Peajes,Transmisión,152289.02,10849.65,162.79,109.66,COES - Dataset Sintético,LIQ-202511-AGE002-CON003
2025-11-01,AGE002,Energía del Pacífico,Generador,CON004,Servicios Complementarios,Servicios,186254.98,6160.11,56.69,214.3,COES - Dataset Sintético,LIQ-202511-AGE002-CON004
2025-11-01,AGE002,Energía del Pacífico,Generador,CON005,Otros Conceptos,Otros,52903.76,19569.72,128.41,88.91,COES - Dataset Sintético,LIQ-202511-AGE002-CON005
2025-11-01,AGE003,Comercializadora Nacional,Comercializador,CON001,Energía,Energía,1965404.19,28673.85,385.55,160.96,COES - Dataset Sintético,LIQ-202511-AGE003-CON001
2025-11-01,AGE003,Comercializadora Nacional,Comercializador,CON002,Potencia,Potencia,842098.14,28095.71,99.07,165.65,COES - Dataset Sintético,LIQ-202511-AGE003-CON002
2025-11-01,AGE003,Comercializadora Nacional,Comercializador,CON003,Peajes,Transmisión,400673.02,6951.43,402.45,227.39,COES - Dataset Sintético,LIQ-202511-AGE003-CON003
2025-11-01,AGE003,Comercializadora Nacional,Comercializador,CON004,Servicios Complementarios,Servicios,146387.59,25611.91,483.81,90.34,COES - Dataset Sintético,LIQ-202511-AGE003-CON004
2025-11-01,AGE003,Comercializadora Nacional,Comercializador,CON005,Otros Conceptos,Otros,81228.74,23072.78,358.74,163.35,COES - Dataset Sintético,LIQ-202511-AGE003-CON005
2025-11-01,AGE004,Empresa Eléctrica Norte,Generador,CON001,Energía,Energía,2200095.78,8307.08,86.36,183.41,COES - Dataset Sintético,LIQ-202511-AGE004-CON001
2025-11-01,AGE004,Empresa Eléctrica Norte,Generador,CON002,Potencia,Potencia,374216.45,17375.72,334.88,173.22,COES - Dataset Sintético,LIQ-202511-AGE004-CON002
2025-11-01,AGE004,Empresa Eléctrica Norte,Generador,CON003,Peajes,Transmisión,213622.25,49758.25,288.75,157.13,COES - Dataset Sintético,LIQ-202511-AGE004-CON003
2025-11-01,AGE004,Empresa Eléctrica Norte,Generador,CON004,Servicios Complementarios,Servicios,167321.1,9463.03,365.8,224.97,COES - Dataset Sintético,LIQ-202511-AGE004-CON004
2025-11-01,AGE004,Empresa Eléctrica Norte,Generador,CON005,Otros Conceptos,Otros,105303.06,39603.32,374.38,116.55,COES - Dataset Sintético,LIQ-202511-AGE004-CON005
2025-11-01,AGE005,Distribuidora Centro,Distribuidor,CON001,Energía,Energía,1680613.48,15282.21,202.52,157.09,COES - Dataset Sintético,LIQ-202511-AGE005-CON001
2025-11-01,AGE005,Distribuidora Centro,Distribuidor,CON002,Potencia,Potencia,548749.19,9278.86,242.04,193.07,COES - Dataset Sintético,LIQ-202511-AGE005-CON002
2025-11-01,AGE005,Distribuidora Centro,Distribuidor,CON003,Peajes,Transmisión,264243.7,11868.75,465.34,91.41,COES - Dataset Sintético,LIQ-202511-AGE005-CON003
2025-11-01,AGE005,Distribuidora Centro,Distribuidor,CON004,Servicios Complementarios,Servicios,216465.08,9195.35,93.45,205.6,COES - Dataset Sintético,LIQ-202511-AGE005-CON004
2025-11-01,AGE005,Distribuidora Centro,Distribuidor,CON005,Otros Conceptos,Otros,119369.57,30036.68,313.91,175.47,COES - Dataset Sintético,LIQ-202511-AGE005-CON005
2025-12-01,AGE001,Generadora Andina,Generador,CON001,Energía,Energía,1391830.4,10500.41,209.12,193.11,COES - Dataset Sintético,LIQ-202512-AGE001-CON001
2025-12-01,AGE001,Generadora Andina,Generador,CON002,Potencia,Potencia,833412.17,44064.15,374.48,244.63,COES - Dataset Sintético,LIQ-202512-AGE001-CON002
2025-12-01,AGE001,Generadora Andina,Generador,CON003,Peajes,Transmisión,329955.43,20824.08,310.06,116.17,COES - Dataset Sintético,LIQ-202512-AGE001-CON003
2025-12-01,AGE001,Generadora Andina,Generador,CON004,Servicios Complementarios,Servicios,181980.18,15091.02,98.7,223.71,COES - Dataset Sintético,LIQ-202512-AGE001-CON004
2025-12-01,AGE001,Generadora Andina,Generador,CON005,Otros Conceptos,Otros,66477.05,39317.25,308.35,217.23,COES - Dataset Sintético,LIQ-202512-AGE001-CON005
2025-12-01,AGE002,Energía del Pacífico,Generador,CON001,Energía,Energía,2249459.35,48854.6,418.29,184.31,COES - Dataset Sintético,LIQ-202512-AGE002-CON001
2025-12-01,AGE002,Energía del Pacífico,Generador,CON002,Potencia,Potencia,774715.65,6181.42,468.09,221.01,COES - Dataset Sintético,LIQ-202512-AGE002-CON002
2025-12-01,AGE002,Energía del Pacífico,Generador,CON003,Peajes,Transmisión,223392.71,13118.72,366.21,132.53,COES - Dataset Sintético,LIQ-202512-AGE002-CON003
2025-12-01,AGE002,Energía del Pacífico,Generador,CON004,Servicios Complementarios,Servicios,110663.99,5274.76,441.44,176.27,COES - Dataset Sintético,LIQ-202512-AGE002-CON004
2025-12-01,AGE002,Energía del Pacífico,Generador,CON005,Otros Conceptos,Otros,79791.76,11384.36,334.93,85.21,COES - Dataset Sintético,LIQ-202512-AGE002-CON005
2025-12-01,AGE003,Comercializadora Nacional,Comercializador,CON001,Energía,Energía,1866506.05,14680.98,238.92,137.95,COES - Dataset Sintético,LIQ-202512-AGE003-CON001
2025-12-01,AGE003,Comercializadora Nacional,Comercializador,CON002,Potencia,Potencia,554794.49,37471.82,399.58,176.49,COES - Dataset Sintético,LIQ-202512-AGE003-CON002
2025-12-01,AGE003,Comercializadora Nacional,Comercializador,CON003,Peajes,Transmisión,137924.04,7367.4,120.83,185.03,COES - Dataset Sintético,LIQ-202512-AGE003-CON003
2025-12-01,AGE003,Comercializadora Nacional,Comercializador,CON004,Servicios Complementarios,Servicios,187390.02,17244.63,347.87,162.56,COES - Dataset Sintético,LIQ-202512-AGE003-CON004
2025-12-01,AGE003,Comercializadora Nacional,Comercializador,CON005,Otros Conceptos,Otros,75053.85,17292.51,389.72,99.35,COES - Dataset Sintético,LIQ-202512-AGE003-CON005
2025-12-01,AGE004,Empresa Eléctrica Norte,Generador,CON001,Energía,Energía,1514922.95,17746.09,355.32,162.73,COES - Dataset Sintético,LIQ-202512-AGE004-CON001
2025-12-01,AGE004,Empresa Eléctrica Norte,Generador,CON002,Potencia,Potencia,748086.38,7043.78,227.87,181.89,COES - Dataset Sintético,LIQ-202512-AGE004-CON002
2025-12-01,AGE004,Empresa Eléctrica Norte,Generador,CON003,Peajes,Transmisión,100037.4,18563.87,145.06,103.33,COES - Dataset Sintético,LIQ-202512-AGE004-CON003
2025-12-01,AGE004,Empresa Eléctrica Norte,Generador,CON004,Servicios Complementarios,Servicios,105398.81,19765.51,53.48,206.99,COES - Dataset Sintético,LIQ-202512-AGE004-CON004
2025-12-01,AGE004,Empresa Eléctrica Norte,Generador,CON005,Otros Conceptos,Otros,43605.06,22109.34,366.65,165.04,COES - Dataset Sintético,LIQ-202512-AGE004-CON005
2025-12-01,AGE005,Distribuidora Centro,Distribuidor,CON001,Energía,Energía,2139903.43,41279.01,82.43,226.5,COES - Dataset Sintético,LIQ-202512-AGE005-CON001
2025-12-01,AGE005,Distribuidora Centro,Distribuidor,CON002,Potencia,Potencia,344437.51,5843.37,464.52,226.56,COES - Dataset Sintético,LIQ-202512-AGE005-CON002
2025-12-01,AGE005,Distribuidora Centro,Distribuidor,CON003,Peajes,Transmisión,335378.77,30802.99,369.27,151.01,COES - Dataset Sintético,LIQ-202512-AGE005-CON003
2025-12-01,AGE005,Distribuidora Centro,Distribuidor,CON004,Servicios Complementarios,Servicios,76003.03,5938.55,196.15,216.22,COES - Dataset Sintético,LIQ-202512-AGE005-CON004
2025-12-01,AGE005,Distribuidora Centro,Distribuidor,CON005,Otros Conceptos,Otros,103515.64,42441.17,463.9,94.98,COES - Dataset Sintético,LIQ-202512-AGE005-CON005
2026-01-01,AGE001,Generadora Andina,Generador,CON001,Energía,Energía,2142957.38,15949.24,314.99,169.07,COES - Dataset Sintético,LIQ-202601-AGE001-CON001
2026-01-01,AGE001,Generadora Andina,Generador,CON002,Potencia,Potencia,560874.44,18962.36,202.78,136.62,COES - Dataset Sintético,LIQ-202601-AGE001-CON002
2026-01-01,AGE001,Generadora Andina,Generador,CON003,Peajes,Transmisión,173502.44,27971.75,101.31,166.69,COES - Dataset Sintético,LIQ-202601-AGE001-CON003
2026-01-01,AGE001,Generadora Andina,Generador,CON004,Servicios Complementarios,Servicios,238239.95,20721.89,377.32,219.22,COES - Dataset Sintético,LIQ-202601-AGE001-CON004
2026-01-01,AGE001,Generadora Andina,Generador,CON005,Otros Conceptos,Otros,125823.18,15632.1,115.9,113.54,COES - Dataset Sintético,LIQ-202601-AGE001-CON005
2026-01-01,AGE002,Energía del Pacífico,Generador,CON001,Energía,Energía,1834778.99,39209.69,344.98,110.11,COES - Dataset Sintético,LIQ-202601-AGE002-CON001
2026-01-01,AGE002,Energía del Pacífico,Generador,CON002,Potencia,Potencia,894719.07,27235.27,389.5,209.18,COES - Dataset Sintético,LIQ-202601-AGE002-CON002
