proceso,emprcodi,pericodi,revision,publicacion_pericodi,componente,monto,origen
LVTA,EMPRESA_004,120,4,125,Valorización de Retiros,-78441.578155,sintetico
LVTA,EMPRESA_004,120,4,125,Ingreso Tarifario y Rentas por Congestión,7487.297471,sintetico
LVTA,EMPRESA_004,121,0,121,Valorización de Entregas,460522.648929,sintetico
LVTA,EMPRESA_004,121,0,121,Valorización de Retiros,-127456.302827,sintetico
LVTA,EMPRESA_004,121,0,121,Ingreso Tarifario y Rentas por Congestión,17958.193497,sintetico
LVTA,EMPRESA_004,121,1,122,Valorización de Entregas,448566.831644,sintetico
LVTA,EMPRESA_004,121,1,122,Valorización de Retiros,-131069.206598,sintetico
LVTA,EMPRESA_004,121,1,122,Ingreso Tarifario y Rentas por Congestión,25132.889654,sintetico
LVTA,EMPRESA_004,121,2,123,Valorización de Entregas,418217.694639,sintetico
LVTA,EMPRESA_004,121,2,123,Valorización de Retiros,-104759.47867,sintetico
LVTA,EMPRESA_004,121,2,123,Ingreso Tarifario y Rentas por Congestión,21262.696831,sintetico
LVTA,EMPRESA_004,121,3,124,Valorización de Entregas,441801.357176,sintetico
LVTA,EMPRESA_004,121,3,124,Valorización de Retiros,-130052.45458,sintetico
LVTA,EMPRESA_004,121,3,124,Ingreso Tarifario y Rentas por Congestión,24807.705804,sintetico
LVTA,EMPRESA_004,121,4,127,Valorización de Entregas,442651.273526,sintetico
LVTA,EMPRESA_004,121,4,127,Valorización de Retiros,-118142.515219,sintetico
LVTA,EMPRESA_004,121,4,127,Ingreso Tarifario y Rentas por Congestión,12549.236993,sintetico
LVTA,EMPRESA_004,122,0,122,Valorización de Entregas,610803.749421,sintetico
LVTA,EMPRESA_004,122,0,122,Valorización de Retiros,-232522.075658,sintetico
LVTA,EMPRESA_004,122,0,122,Ingreso Tarifario y Rentas por Congestión,-1670.428463,sintetico
LVTA,EMPRESA_004,122,1,123,Valorización de Entregas,602245.804675,sintetico
LVTA,EMPRESA_004,122,1,123,Valorización de Retiros,-234967.6666,sintetico
LVTA,EMPRESA_004,122,1,123,Ingreso Tarifario y Rentas por Congestión,4607.129326,sintetico
LVTA,EMPRESA_004,122,2,124,Valorización de Entregas,596834.578934,sintetico
LVTA,EMPRESA_004,122,2,124,Valorización de Retiros,-227360.644099,sintetico
LVTA,EMPRESA_004,122,2,124,Ingreso Tarifario y Rentas por Congestión,-1573.124336,sintetico
LVTA,EMPRESA_004,122,3,126,Valorización de Entregas,578824.099432,sintetico
LVTA,EMPRESA_004,122,3,126,Valorización de Retiros,-211374.481523,sintetico
LVTA,EMPRESA_004,122,3,126,Ingreso Tarifario y Rentas por Congestión,1532.564291,sintetico
LVTA,EMPRESA_004,122,4,129,Valorización de Entregas,581973.996907,sintetico
LVTA,EMPRESA_004,122,4,129,Valorización de Retiros,-204719.74154,sintetico
LVTA,EMPRESA_004,122,4,129,Ingreso Tarifario y Rentas por Congestión,-10237.165167,sintetico
LVTA,EMPRESA_004,123,0,123,Valorización de Entregas,102780.195527,sintetico
LVTA,EMPRESA_004,123,0,123,Valorización de Retiros,-11748.080645,sintetico
LVTA,EMPRESA_004,123,0,123,Ingreso Tarifario y Rentas por Congestión,3921.899018,sintetico
LVTA,EMPRESA_004,123,1,124,Valorización de Entregas,97147.845937,sintetico
LVTA,EMPRESA_004,123,1,124,Valorización de Retiros,-8040.53747,sintetico
LVTA,EMPRESA_004,123,1,124,Ingreso Tarifario y Rentas por Congestión,3269.115533,sintetico
LVTA,EMPRESA_004,123,2,125,Valorización de Entregas,100686.681633,sintetico
LVTA,EMPRESA_004,123,2,125,Valorización de Retiros,-11739.698378,sintetico
LVTA,EMPRESA_004,123,2,125,Ingreso Tarifario y Rentas por Congestión,4356.088845,sintetico
LVTA,EMPRESA_004,123,3,128,Valorización de Entregas,99504.677071,sintetico
LVTA,EMPRESA_004,123,3,128,Valorización de Retiros,-8451.979682,sintetico
LVTA,EMPRESA_004,123,3,128,Ingreso Tarifario y Rentas por Congestión,2558.72981,sintetico
LVTA,EMPRESA_004,123,4,132,Valorización de Entregas,97628.99894,sintetico
LVTA,EMPRESA_004,123,4,132,Valorización de Retiros,-8377.192235,sintetico
LVTA,EMPRESA_004,123,4,132,Ingreso Tarifario y Rentas por Congestión,4022.121694,sintetico
LVTA,EMPRESA_004,124,0,124,Valorización de Entregas,364245.770822,sintetico
LVTA,EMPRESA_004,124,0,124,Valorización de Retiros,-153318.267466,sintetico
LVTA,EMPRESA_004,124,0,124,Ingreso Tarifario y Rentas por Congestión,-6307.391656,sintetico
LVTA,EMPRESA_004,124,1,125,Valorización de Entregas,373246.501869,sintetico
LVTA,EMPRESA_004,124,1,125,Valorización de Retiros,-152341.603265,sintetico
LVTA,EMPRESA_004,124,1,125,Ingreso Tarifario y Rentas por Congestión,-6903.934904,sintetico
LVTA,EMPRESA_004,124,2,126,Valorización de Entregas,391778.947436,sintetico
LVTA,EMPRESA_004,124,2,126,Valorización de Retiros,-174401.644824,sintetico
LVTA,EMPRESA_004,124,2,126,Ingreso Tarifario y Rentas por Congestión,-1930.467512,sintetico
LVTA,EMPRESA_004,124,3,130,Valorización de Entregas,400061.646921,sintetico
LVTA,EMPRESA_004,124,3,130,Valorización de Retiros,-171960.808474,sintetico
LVTA,EMPRESA_004,124,3,130,Ingreso Tarifario y Rentas por Congestión,-10035.646347,sintetico
LVTA,EMPRESA_004,124,4,135,Valorización de Entregas,394924.291365,sintetico
LVTA,EMPRESA_004,124,4,135,Valorización de Retiros,-167763.231027,sintetico
LVTA,EMPRESA_004,124,4,135,Ingreso Tarifario y Rentas por Congestión,-9449.941237,sintetico
LVTA,EMPRESA_004,125,0,125,Valorización de Entregas,1458045.934579,sintetico
LVTA,EMPRESA_004,125,0,125,Valorización de Retiros,-249549.987977,sintetico
LVTA,EMPRESA_004,125,0,125,Ingreso Tarifario y Rentas por Congestión,22503.706198,sintetico
LVTA,EMPRESA_004,125,1,126,Valorización de Entregas,1442176.425106,sintetico
LVTA,EMPRESA_004,125,1,126,Valorización de Retiros,-198424.97382,sintetico
LVTA,EMPRESA_004,125,1,126,Ingreso Tarifario y Rentas por Congestión,43669.956414,sintetico
LVTA,EMPRESA_004,125,2,127,Valorización de Entregas,1516873.152553,sintetico
LVTA,EMPRESA_004,125,2,127,Valorización de Retiros,-255457.871813,sintetico
LVTA,EMPRESA_004,125,2,127,Ingreso Tarifario y Rentas por Congestión,59791.144861,sintetico
LVTA,EMPRESA_004,125,3,131,Valorización de Entregas,1504789.645341,sintetico
LVTA,EMPRESA_004,125,3,131,Valorización de Retiros,-196515.411832,sintetico
LVTA,EMPRESA_004,125,3,131,Ingreso Tarifario y Rentas por Congestión,27709.564591,sintetico
LVTA,EMPRESA_004,125,4,136,Valorización de Entregas,1555937.72374,sintetico
LVTA,EMPRESA_004,125,4,136,Valorización de Retiros,-242649.687027,sintetico
LVTA,EMPRESA_004,125,4,136,Ingreso Tarifario y Rentas por Congestión,24265.417287,sintetico
LVTA,EMPRESA_004,126,0,126,Valorización de Entregas,322864.717181,sintetico
LVTA,EMPRESA_004,126,0,126,Valorización de Retiros,-44476.043716,sintetico
LVTA,EMPRESA_004,126,0,126,Ingreso Tarifario y Rentas por Congestión,7092.461335,sintetico
LVTA,EMPRESA_004,126,1,127,Valorización de Entregas,348562.562984,sintetico
LVTA,EMPRESA_004,126,1,127,Valorización de Retiros,-57735.429642,sintetico
LVTA,EMPRESA_004,126,1,127,Ingreso Tarifario y Rentas por Congestión,5351.758658,sintetico
LVTA,EMPRESA_004,126,2,128,Valorización de Entregas,359872.882917,sintetico
LVTA,EMPRESA_004,126,2,128,Valorización de Retiros,-64120.746453,sintetico
LVTA,EMPRESA_004,126,2,128,Ingreso Tarifario y Rentas por Congestión,3039.045936,sintetico
LVTA,EMPRESA_004,126,3,133,Valorización de Entregas,350869.172772,sintetico
LVTA,EMPRESA_004,126,3,133,Valorización de Retiros,-53686.157351,sintetico
LVTA,EMPRESA_004,126,3,133,Ingreso Tarifario y Rentas por Congestión,-1371.561622,sintetico
LVTA,EMPRESA_004,127,0,127,Valorización de Entregas,578343.062476,sintetico
LVTA,EMPRESA_004,127,0,127,Valorización de Retiros,-185770.745336,sintetico
LVTA,EMPRESA_004,127,0,127,Ingreso Tarifario y Rentas por Congestión,-20978.872639,sintetico
LVTA,EMPRESA_004,127,1,128,Valorización de Entregas,546837.791777,sintetico
LVTA,EMPRESA_004,127,1,128,Valorización de Retiros,-175201.291216,sintetico
LVTA,EMPRESA_004,127,1,128,Ingreso Tarifario y Rentas por Congestión,-19890.237861,sintetico
LVTA,EMPRESA_004,127,2,129,Valorización de Entregas,587059.101754,sintetico
LVTA,EMPRESA_004,127,2,129,Valorización de Retiros,-198792.000394,sintetico
LVTA,EMPRESA_004,127,2,129,Ingreso Tarifario y Rentas por Congestión,-26651.13346,sintetico
LVTA,EMPRESA_004,127,3,134,Valorización de Entregas,585452.853242,sintetico
LVTA,EMPRESA_004,127,3,134,Valorización de Retiros,-196773.72354,sintetico
LVTA,EMPRESA_004,127,3,134,Ingreso Tarifario y Rentas por Congestión,-25373.905603,sintetico
LVTA,EMPRESA_004,128,0,128,Valorización de Entregas,865172.389885,sintetico
LVTA,EMPRESA_004,128,0,128,Valorización de Retiros,-107150.580713,sintetico
LVTA,EMPRESA_004,128,0,128,Ingreso Tarifario y Rentas por Congestión,-22641.682372,sintetico
LVTA,EMPRESA_004,128,1,129,Valorización de Entregas,920363.025758,sintetico
LVTA,EMPRESA_004,128,1,129,Valorización de Retiros,-132555.245023,sintetico
LVTA,EMPRESA_004,128,1,129,Ingreso Tarifario y Rentas por Congestión,-30683.224835,sintetico
LVTA,EMPRESA_004,128,2,130,Valorización de Entregas,879350.299523,sintetico
LVTA,EMPRESA_004,128,2,130,Valorización de Retiros,-112584.707844,sintetico
LVTA,EMPRESA_004,128,2,130,Ingreso Tarifario y Rentas por Congestión,-13827.830979,sintetico
LVTA,EMPRESA_004,128,3,136,Valorización de Entregas,860657.860588,sintetico
LVTA,EMPRESA_004,128,3,136,Valorización de Retiros,-93311.663798,sintetico
LVTA,EMPRESA_004,128,3,136,Ingreso Tarifario y Rentas por Congestión,-8305.39519,sintetico
LVTA,EMPRESA_004,129,0,129,Valorización de Entregas,632917.806092,sintetico
LVTA,EMPRESA_004,129,0,129,Valorización de Retiros,-156635.682076,sintetico
LVTA,EMPRESA_004,129,0,129,Ingreso Tarifario y Rentas por Congestión,-31665.651716,sintetico
LVTA,EMPRESA_004,129,1,130,Valorización de Entregas,648203.431194,sintetico
LVTA,EMPRESA_004,129,1,130,Valorización de Retiros,-147928.269595,sintetico
LVTA,EMPRESA_004,129,1,130,Ingreso Tarifario y Rentas por Congestión,-40500.546799,sintetico
LVTA,EMPRESA_004,129,2,131,Valorización de Entregas,638907.114792,sintetico
LVTA,EMPRESA_004,129,2,131,Valorización de Retiros,-138157.420809,sintetico
LVTA,EMPRESA_004,129,2,131,Ingreso Tarifario y Rentas por Congestión,-35519.699783,sintetico
LVTA,EMPRESA_004,129,3,137,Valorización de Entregas,673504.008993,sintetico
LVTA,EMPRESA_004,129,3,137,Valorización de Retiros,-170840.951601,sintetico
LVTA,EMPRESA_004,129,3,137,Ingreso Tarifario y Rentas por Congestión,-38861.636092,sintetico
LVTA,EMPRESA_004,130,0,130,Valorización de Entregas,218494.433137,sintetico
LVTA,EMPRESA_004,130,0,130,Valorización de Retiros,-87291.65077,sintetico
LVTA,EMPRESA_004,130,0,130,Ingreso Tarifario y Rentas por Congestión,518.765833,sintetico
LVTA,EMPRESA_004,130,1,131,Valorización de Entregas,201379.973219,sintetico
LVTA,EMPRESA_004,130,1,131,Valorización de Retiros,-79556.744116,sintetico
LVTA,EMPRESA_004,130,1,131,Ingreso Tarifario y Rentas por Congestión,2272.850297,sintetico
LVTA,EMPRESA_004,130,2,132,Valorización de Entregas,203651.74584,sintetico
LVTA,EMPRESA_004,130,2,132,Valorización de Retiros,-80893.248872,sintetico
LVTA,EMPRESA_004,130,2,132,Ingreso Tarifario y Rentas por Congestión,3327.990132,sintetico
LVTA,EMPRESA_004,130,3,138,Valorización de Entregas,206884.16758,sintetico
LVTA,EMPRESA_004,130,3,138,Valorización de Retiros,-76231.986821,sintetico
LVTA,EMPRESA_004,130,3,138,Ingreso Tarifario y Rentas por Congestión,-2692.646759,sintetico
LVTA,EMPRESA_004,131,0,131,Valorización de Entregas,322129.097188,sintetico
LVTA,EMPRESA_004,131,0,131,Valorización de Retiros,-118459.30299,sintetico
LVTA,EMPRESA_004,131,0,131,Ingreso Tarifario y Rentas por Congestión,-12025.234797,sintetico
LVTA,EMPRESA_004,131,1,132,Valorización de Entregas,319426.857634,sintetico
LVTA,EMPRESA_004,131,1,132,Valorización de Retiros,-123414.699255,sintetico
LVTA,EMPRESA_004,131,1,132,Ingreso Tarifario y Rentas por Congestión,-12457.274579,sintetico
LVTA,EMPRESA_004,131,2,133,Valorización de Entregas,313176.399125,sintetico
LVTA,EMPRESA_004,131,2,133,Valorización de Retiros,-119693.440228,sintetico
LVTA,EMPRESA_004,131,2,133,Ingreso Tarifario y Rentas por Congestión,-11885.962497,sintetico
LVTA,EMPRESA_004,131,3,138,Valorización de Entregas,306171.996409,sintetico
LVTA,EMPRESA_004,131,3,138,Valorización de Retiros,-112268.437566,sintetico
LVTA,EMPRESA_004,131,3,138,Ingreso Tarifario y Rentas por Congestión,-10428.046443,sintetico
LVTA,EMPRESA_004,132,0,132,Valorización de Entregas,191167.177968,sintetico
LVTA,EMPRESA_004,132,0,132,Valorización de Retiros,-31484.619862,sintetico
LVTA,EMPRESA_004,132,0,132,Ingreso Tarifario y Rentas por Congestión,-3482.911606,sintetico
LVTA,EMPRESA_004,132,1,133,Valorización de Entregas,205509.615607,sintetico
LVTA,EMPRESA_004,132,1,133,Valorización de Retiros,-38001.763698,sintetico
LVTA,EMPRESA_004,132,1,133,Ingreso Tarifario y Rentas por Congestión,-3901.824009,sintetico
LVTA,EMPRESA_004,132,2,134,Valorización de Entregas,205765.016915,sintetico
LVTA,EMPRESA_004,132,2,134,Valorización de Retiros,-36628.592393,sintetico
LVTA,EMPRESA_004,132,2,134,Ingreso Tarifario y Rentas por Congestión,-7213.948123,sintetico
LVTA,EMPRESA_004,132,3,139,Valorización de Entregas,199085.451118,real
LVTA,EMPRESA_004,132,3,139,Valorización de Retiros,-32905.449869,real
LVTA,EMPRESA_004,132,3,139,Ingreso Tarifario y Rentas por Congestión,-2564.394149,real
LVTA,EMPRESA_004,133,0,133,Valorización de Entregas,185605.071924,sintetico
LVTA,EMPRESA_004,133,0,133,Valorización de Retiros,-50793.749345,sintetico
LVTA,EMPRESA_004,133,0,133,Ingreso Tarifario y Rentas por Congestión,-7662.583678,sintetico
LVTA,EMPRESA_004,133,1,134,Valorización de Entregas,170438.986914,sintetico
LVTA,EMPRESA_004,133,1,134,Valorización de Retiros,-43077.420032,sintetico
LVTA,EMPRESA_004,133,1,134,Ingreso Tarifario y Rentas por Congestión,-6371.004582,sintetico
LVTA,EMPRESA_004,133,2,135,Valorización de Entregas,168778.971884,real
LVTA,EMPRESA_004,133,2,135,Valorización de Retiros,-39179.894584,real
LVTA,EMPRESA_004,133,2,135,Ingreso Tarifario y Rentas por Congestión,-7233.0625,real
LVTA,EMPRESA_004,134,0,134,Valorización de Entregas,1385638.008531,sintetico
LVTA,EMPRESA_004,134,0,134,Valorización de Retiros,-567135.369482,sintetico
LVTA,EMPRESA_004,134,0,134,Ingreso Tarifario y Rentas por Congestión,-26450.014549,sintetico
LVTA,EMPRESA_004,134,1,135,Valorización de Entregas,1414166.26245,real
LVTA,EMPRESA_004,134,1,135,Valorización de Retiros,-604305.804471,real
LVTA,EMPRESA_004,134,1,135,Ingreso Tarifario y Rentas por Congestión,18224.08442,real
LVTA,EMPRESA_004,135,0,135,Valorización de Entregas,74811.099799,sintetico
LVTA,EMPRESA_004,135,0,135,Valorización de Retiros,-21619.045316,sintetico
LVTA,EMPRESA_004,135,0,135,Ingreso Tarifario y Rentas por Congestión,-3676.018283,sintetico
LVTA,EMPRESA_004,135,1,136,Valorización de Entregas,73639.672715,sintetico
LVTA,EMPRESA_004,135,1,136,Valorización de Retiros,-22996.289207,sintetico
LVTA,EMPRESA_004,135,1,136,Ingreso Tarifario y Rentas por Congestión,-3043.427408,sintetico
LVTA,EMPRESA_004,135,2,137,Valorización de Entregas,71296.692303,real
LVTA,EMPRESA_004,135,2,137,Valorización de Retiros,-23640.296881,real
LVTA,EMPRESA_004,135,2,137,Ingreso Tarifario y Rentas por Congestión,-955.905322,real
LVTA,EMPRESA_004,136,0,136,Valorización de Entregas,702352.293719,sintetico
LVTA,EMPRESA_004,136,0,136,Valorización de Retiros,-249364.589793,sintetico
LVTA,EMPRESA_004,136,0,136,Ingreso Tarifario y Rentas por Congestión,46711.359175,sintetico
LVTA,EMPRESA_004,136,1,137,Valorización de Entregas,699742.899907,real
LVTA,EMPRESA_004,136,1,137,Valorización de Retiros,-242920.879487,real
LVTA,EMPRESA_004,136,1,137,Ingreso Tarifario y Rentas por Congestión,34106.202181,real
LVTA,EMPRESA_004,137,0,137,Valorización de Entregas,721579.6526,sintetico
LVTA,EMPRESA_004,137,0,137,Valorización de Retiros,-72822.417295,sintetico
LVTA,EMPRESA_004,137,0,137,Ingreso Tarifario y Rentas por Congestión,23253.942596,sintetico
LVTA,EMPRESA_004,137,1,138,Valorización de Entregas,712043.626651,real
LVTA,EMPRESA_004,137,1,138,Valorización de Retiros,-83631.905363,real
LVTA,EMPRESA_004,137,1,138,Ingreso Tarifario y Rentas por Congestión,21399.001112,real
LVTA,EMPRESA_004,138,0,138,Valorización de Entregas,999329.835059,sintetico
LVTA,EMPRESA_004,138,0,138,Valorización de Retiros,-293123.562433,sintetico
LVTA,EMPRESA_004,138,0,138,Ingreso Tarifario y Rentas por Congestión,20099.158974,sintetico
LVTA,EMPRESA_004,138,1,139,Valorización de Entregas,1034607.472642,real
LVTA,EMPRESA_004,138,1,139,Valorización de Retiros,-312125.468513,real
LVTA,EMPRESA_004,138,1,139,Ingreso Tarifario y Rentas por Congestión,38089.885571,real
LVTA,EMPRESA_004,139,0,139,Valorización de Entregas,607388.849722,real
LVTA,EMPRESA_004,139,0,139,Valorización de Retiros,-126871.05038,real
LVTA,EMPRESA_004,139,0,139,Ingreso Tarifario y Rentas por Congestión,21187.771558,real
LVTA,EMPRESA_005,120,0,120,Valorización de Entregas,1006223.375531,sintetico
LVTA,EMPRESA_005,120,0,120,Valorización de Retiros,-419331.649412,sintetico
LVTA,EMPRESA_005,120,0,120,Ingreso Tarifario y Rentas por Congestión,-1200.442619,sintetico
LVTA,EMPRESA_005,120,1,121,Valorización de Entregas,973858.796922,sintetico
LVTA,EMPRESA_005,120,1,121,Valorización de Retiros,-403092.172644,sintetico
LVTA,EMPRESA_005,120,1,121,Ingreso Tarifario y Rentas por Congestión,783.880022,sintetico
LVTA,EMPRESA_005,120,2,122,Valorización de Entregas,1046909.992909,sintetico
LVTA,EMPRESA_005,120,2,122,Valorización de Retiros,-446638.622526,sintetico
LVTA,EMPRESA_005,120,2,122,Ingreso Tarifario y Rentas por Congestión,-22237.720183,sintetico
LVTA,EMPRESA_005,120,3,123,Valorización de Entregas,1050343.054577,sintetico
LVTA,EMPRESA_005,120,3,123,Valorización de Retiros,-453555.077895,sintetico
LVTA,EMPRESA_005,120,3,123,Ingreso Tarifario y Rentas por Congestión,-12740.946682,sintetico
LVTA,EMPRESA_005,120,4,125,Valorización de Entregas,1005019.700521,sintetico
LVTA,EMPRESA_005,120,4,125,Valorización de Retiros,-434494.415255,sintetico
LVTA,EMPRESA_005,120,4,125,Ingreso Tarifario y Rentas por Congestión,10440.914734,sintetico
LVTA,EMPRESA_005,121,0,121,Valorización de Entregas,707962.896244,sintetico
LVTA,EMPRESA_005,121,0,121,Valorización de Retiros,-312004.136997,sintetico
LVTA,EMPRESA_005,121,0,121,Ingreso Tarifario y Rentas por Congestión,25208.796653,sintetico
LVTA,EMPRESA_005,121,1,122,Valorización de Entregas,756781.99132,sintetico
LVTA,EMPRESA_005,121,1,122,Valorización de Retiros,-329926.770078,sintetico
LVTA,EMPRESA_005,121,1,122,Ingreso Tarifario y Rentas por Congestión,14098.311759,sintetico
LVTA,EMPRESA_005,121,2,123,Valorización de Entregas,745908.655028,sintetico
LVTA,EMPRESA_005,121,2,123,Valorización de Retiros,-339260.832431,sintetico
LVTA,EMPRESA_005,121,2,123,Ingreso Tarifario y Rentas por Congestión,30817.708402,sintetico
LVTA,EMPRESA_005,121,3,124,Valorización de Entregas,768021.267472,sintetico
LVTA,EMPRESA_005,121,3,124,Valorización de Retiros,-351049.668477,sintetico
LVTA,EMPRESA_005,121,3,124,Ingreso Tarifario y Rentas por Congestión,15001.826906,sintetico
LVTA,EMPRESA_005,121,4,127,Valorización de Entregas,759208.3334,sintetico
LVTA,EMPRESA_005,121,4,127,Valorización de Retiros,-351550.150368,sintetico
LVTA,EMPRESA_005,121,4,127,Ingreso Tarifario y Rentas por Congestión,21035.441867,sintetico
LVTA,EMPRESA_005,122,0,122,Valorización de Entregas,958590.522147,sintetico
LVTA,EMPRESA_005,122,0,122,Valorización de Retiros,-221664.542457,sintetico
LVTA,EMPRESA_005,122,0,122,Ingreso Tarifario y Rentas por Congestión,42557.67411,sintetico
LVTA,EMPRESA_005,122,1,123,Valorización de Entregas,978897.57142,sintetico
LVTA,EMPRESA_005,122,1,123,Valorización de Retiros,-210275.809176,sintetico
LVTA,EMPRESA_005,122,1,123,Ingreso Tarifario y Rentas por Congestión,29806.269155,sintetico
LVTA,EMPRESA_005,122,2,124,Valorización de Entregas,1007387.190125,sintetico
LVTA,EMPRESA_005,122,2,124,Valorización de Retiros,-239720.752938,sintetico
LVTA,EMPRESA_005,122,2,124,Ingreso Tarifario y Rentas por Congestión,34786.171913,sintetico
LVTA,EMPRESA_005,122,3,126,Valorización de Entregas,1018959.376934,sintetico
LVTA,EMPRESA_005,122,3,126,Valorización de Retiros,-238497.184045,sintetico
LVTA,EMPRESA_005,122,3,126,Ingreso Tarifario y Rentas por Congestión,24246.647511,sintetico
LVTA,EMPRESA_005,122,4,129,Valorización de Entregas,997454.962649,sintetico
LVTA,EMPRESA_005,122,4,129,Valorización de Retiros,-235247.850878,sintetico
LVTA,EMPRESA_005,122,4,129,Ingreso Tarifario y Rentas por Congestión,37202.949129,sintetico
LVTA,EMPRESA_005,123,0,123,Valorización de Entregas,718234.374289,sintetico
LVTA,EMPRESA_005,123,0,123,Valorización de Retiros,-133990.445122,sintetico
LVTA,EMPRESA_005,123,0,123,Ingreso Tarifario y Rentas por Congestión,23844.348533,sintetico
LVTA,EMPRESA_005,123,1,124,Valorización de Entregas,654243.819842,sintetico
LVTA,EMPRESA_005,123,1,124,Valorización de Retiros,-106419.497452,sintetico
LVTA,EMPRESA_005,123,1,124,Ingreso Tarifario y Rentas por Congestión,25076.86751,sintetico
LVTA,EMPRESA_005,123,2,125,Valorización de Entregas,654703.237213,sintetico
LVTA,EMPRESA_005,123,2,125,Valorización de Retiros,-118106.464463,sintetico
LVTA,EMPRESA_005,123,2,125,Ingreso Tarifario y Rentas por Congestión,30257.12945,sintetico
LVTA,EMPRESA_005,123,3,128,Valorización de Entregas,640423.878725,sintetico
LVTA,EMPRESA_005,123,3,128,Valorización de Retiros,-90738.861293,sintetico
LVTA,EMPRESA_005,123,3,128,Ingreso Tarifario y Rentas por Congestión,13413.130168,sintetico
LVTA,EMPRESA_005,123,4,132,Valorización de Entregas,659540.024667,sintetico
LVTA,EMPRESA_005,123,4,132,Valorización de Retiros,-118535.320865,sintetico
LVTA,EMPRESA_005,123,4,132,Ingreso Tarifario y Rentas por Congestión,20175.215497,sintetico
LVTA,EMPRESA_005,124,0,124,Valorización de Entregas,1084064.293398,sintetico
LVTA,EMPRESA_005,124,0,124,Valorización de Retiros,-401837.622209,sintetico
LVTA,EMPRESA_005,124,0,124,Ingreso Tarifario y Rentas por Congestión,-67677.335989,sintetico
LVTA,EMPRESA_005,124,1,125,Valorización de Entregas,1104470.384775,sintetico
LVTA,EMPRESA_005,124,1,125,Valorización de Retiros,-425312.988679,sintetico
LVTA,EMPRESA_005,124,1,125,Ingreso Tarifario y Rentas por Congestión,-74452.837896,sintetico
LVTA,EMPRESA_005,124,2,126,Valorización de Entregas,1123523.23091,sintetico
LVTA,EMPRESA_005,124,2,126,Valorización de Retiros,-449639.666364,sintetico
LVTA,EMPRESA_005,124,2,126,Ingreso Tarifario y Rentas por Congestión,-54259.212946,sintetico
LVTA,EMPRESA_005,124,3,130,Valorización de Entregas,1121340.124113,sintetico
LVTA,EMPRESA_005,124,3,130,Valorización de Retiros,-432956.43797,sintetico
LVTA,EMPRESA_005,124,3,130,Ingreso Tarifario y Rentas por Congestión,-62157.465543,sintetico
LVTA,EMPRESA_005,124,4,135,Valorización de Entregas,1164223.278318,sintetico
LVTA,EMPRESA_005,124,4,135,Valorización de Retiros,-478095.794691,sintetico
LVTA,EMPRESA_005,124,4,135,Ingreso Tarifario y Rentas por Congestión,-58247.385827,sintetico
LVTA,EMPRESA_005,125,0,125,Valorización de Entregas,1159629.688227,sintetico
LVTA,EMPRESA_005,125,0,125,Valorización de Retiros,-360726.053475,sintetico
LVTA,EMPRESA_005,125,0,125,Ingreso Tarifario y Rentas por Congestión,-7056.633552,sintetico
LVTA,EMPRESA_005,125,1,126,Valorización de Entregas,1250374.559621,sintetico
LVTA,EMPRESA_005,125,1,126,Valorización de Retiros,-400140.744855,sintetico
LVTA,EMPRESA_005,125,1,126,Ingreso Tarifario y Rentas por Congestión,-14706.063966,sintetico
LVTA,EMPRESA_005,125,2,127,Valorización de Entregas,1227915.668039,sintetico
LVTA,EMPRESA_005,125,2,127,Valorización de Retiros,-378729.102119,sintetico
LVTA,EMPRESA_005,125,2,127,Ingreso Tarifario y Rentas por Congestión,-3273.75252,sintetico
LVTA,EMPRESA_005,125,3,131,Valorización de Entregas,1272340.626038,sintetico
LVTA,EMPRESA_005,125,3,131,Valorización de Retiros,-410794.270681,sintetico
LVTA,EMPRESA_005,125,3,131,Ingreso Tarifario y Rentas por Congestión,-10174.420457,sintetico
LVTA,EMPRESA_005,125,4,136,Valorización de Entregas,1227611.498411,sintetico
LVTA,EMPRESA_005,125,4,136,Valorización de Retiros,-373654.139108,sintetico
LVTA,EMPRESA_005,125,4,136,Ingreso Tarifario y Rentas por Congestión,3937.234397,sintetico
LVTA,EMPRESA_005,126,0,126,Valorización de Entregas,746324.83005,sintetico
LVTA,EMPRESA_005,126,0,126,Valorización de Retiros,-111346.448036,sintetico
LVTA,EMPRESA_005,126,0,126,Ingreso Tarifario y Rentas por Congestión,8678.234986,sintetico
LVTA,EMPRESA_005,126,1,127,Valorización de Entregas,794039.865771,sintetico
LVTA,EMPRESA_005,126,1,127,Valorización de Retiros,-146221.852024,sintetico
LVTA,EMPRESA_005,126,1,127,Ingreso Tarifario y Rentas por Congestión,19981.419354,sintetico
LVTA,EMPRESA_005,126,2,128,Valorización de Entregas,785592.666753,sintetico
LVTA,EMPRESA_005,126,2,128,Valorización de Retiros,-131494.366144,sintetico
LVTA,EMPRESA_005,126,2,128,Ingreso Tarifario y Rentas por Congestión,28560.578991,sintetico
LVTA,EMPRESA_005,126,3,133,Valorización de Entregas,788964.672249,sintetico
LVTA,EMPRESA_005,126,3,133,Valorización de Retiros,-119760.809133,sintetico
LVTA,EMPRESA_005,126,3,133,Ingreso Tarifario y Rentas por Congestión,10158.843584,sintetico
LVTA,EMPRESA_005,127,0,127,Valorización de Entregas,1265198.742596,sintetico
LVTA,EMPRESA_005,127,0,127,Valorización de Retiros,-371736.200968,sintetico
